healthAuthority_ID,partition,c_count,component_size,component_edges,budget,original_objective,num_simplicials,m_status_agg,m_obj_agg,m_MIPGap_agg,m_runtime_agg,m_status_disagg,m_obj_disagg,m_MIPGap_disagg,m_runtime_disagg,density,perc_reduction_obj_agg,perc_reduction_obj_disagg
0,107,0,2561,11064,512,87943.0,261,9,10482.0,18.50791833619538,3600.268000125885,9,9715.0,11.77560473494596,3600.204999923706,0.3375146427176884,88.08091604789466,88.95307187610156
0,108,0,2567,13552,513,93776.0,219,9,15160.0,15.34300791556728,3600.170000076294,9,16423.0,19.98416854411496,3600.2050001621246,0.41148202453285465,83.83381675481999,82.48699027469715
0,109,0,2420,5449,484,16122.0,761,2,3212.0,0.0,7.063999891281128,2,3215.0,0.0,3.756999969482422,0.1861639431634546,80.07691353430096,80.05830542116362
0,110,0,2453,8238,490,38829.0,545,9,5489.0,2.00400801603206,3600.167000055313,9,5514.0,2.64780558578164,3600.314999818802,0.27392632386085153,85.86365860568132,85.79927373870045
0,111,0,2435,4614,487,13179.0,814,2,2829.0,0.0,3.7179999351501465,2,2828.0,0.0,4.659999847412109,0.15569979702334652,78.53403141361257,78.54161924273465
0,112,0,2449,4650,489,13630.0,841,2,2951.0,0.0,3.9810001850128174,2,2949.0,0.0,3.128999948501587,0.1551253412757508,78.3492296404989,78.36390315480557
0,113,0,2438,4944,487,14314.0,744,2,3167.0,0.0,8.414000034332275,2,3169.0,0.0,7.96399998664856,0.16642525355109547,77.87480788039682,77.86083554561968
0,114,0,2443,5332,488,15203.0,734,2,3332.0,0.0,12.574000120162964,2,3333.0,0.0,14.2739999294281,0.17875204121622462,78.08327303821615,78.07669538906795
0,115,0,2383,5277,476,14082.0,744,2,3138.0,0.0,76.95800018310547,2,3139.0,0.0,88.03900003433228,0.18593077963027363,77.71623348956115,77.70913222553615
0,116,0,2567,33030,513,688439.0,459,9,52043.0,72.05195703552832,3600.319000005722,9,52047.0,72.33846331200645,3600.390000104904,1.0028963452125288,92.44043408348452,92.43985305887668
0,117,0,2449,8541,489,60444.0,674,9,4376.0,0.13711151736745,3600.268000125885,2,4370.0,0.0,1940.7939999103544,0.2849302236206855,92.76024088412414,92.77016742770168
0,118,0,2447,4731,489,13404.0,772,2,2999.0,0.0,8.210000038146973,2,2997.0,0.0,8.491000175476074,0.15808567635508095,77.62608176663683,77.64100268576544
0,119,0,2432,8730,486,37408.0,657,9,4622.0,1.18996105581999,3600.1749999523163,9,4627.0,1.3399610979035999,3600.233999967575,0.2953219381237957,87.64435414884517,87.6309880239521
0,120,0,2558,13106,511,88441.0,291,9,11820.0,12.46192893401015,3600.2300000190735,9,11961.0,11.98896413343365,3600.2330000400543,0.40074571849402046,86.63515790187809,86.47572958243349
0,121,0,2547,37497,509,902005.0,124,9,483083.0,100.0,3600.329999923706,9,486610.0,100.0,3600.547999858856,1.1564827896966718,46.4434232626205,46.05240547447076
0,122,0,2561,13979,512,122830.0,173,9,31594.0,43.95454833196176,3600.194999933243,9,29062.0,38.00151400454201,3600.2190001010895,0.42643864701288564,74.27827078075389,76.33965643572417
1,0,0,2368,12297,473,143913.0,222,9,23932.0,40.619254554571285,3600.207999944687,9,23698.0,45.59456494218921,3600.207999944687,0.4387824135922995,83.37050857115062,83.53310680758514
1,1,0,2508,9174,501,68785.0,215,9,13764.0,9.33594885207788,3600.191999912262,9,14685.0,13.912155260469861,3600.2439999580383,0.29181449835198287,79.98982336265173,78.65086864868795
1,2,0,2320,7207,464,50696.0,597,9,4903.0,6.1594941872322995,3600.426999807358,9,4914.0,6.14570614570614,3600.3650000095367,0.26791423175863555,90.3286255325864,90.30692756824996
1,3,0,2505,11263,501,99383.0,198,9,18986.0,28.16285684188349,3600.1979999542236,9,16239.0,15.296508405690002,3600.2109999656677,0.35912201156791845,80.89612911664973,83.66018333115322
1,4,0,2363,8845,472,46289.0,364,9,7541.0,1.55151836626442,3600.297999858856,9,7544.0,1.97507953340402,3600.273999929428,0.31694522849618895,83.70887251830888,83.7023914968999
1,5,0,2387,8736,477,48520.0,385,9,7713.0,1.49098923894723,3600.425999879837,9,7713.0,1.8799429534552,3600.2999999523163,0.30677485724399167,84.10346248969498,84.10346248969498
1,6,0,2360,9149,472,47885.0,363,9,7546.0,2.70341902994964,3600.4020001888275,9,7546.0,2.43837794858203,3600.3940000534058,0.3286727355026907,84.24141171556855,84.24141171556855
1,7,0,2363,7725,472,43334.0,481,9,5942.0,3.34904072702793,3600.404000043869,9,5937.0,2.0380663634832397,3600.359999895096,0.2768119717504872,86.28790326302672,86.29944154705312
1,8,0,2513,22460,502,442165.0,178,9,31559.0,49.62768148547166,3600.2379999160767,9,162202.0,100.0,3606.820999860763,0.7115863750535433,92.86261915800662,63.31640903282711
1,9,0,2513,9196,502,67620.0,271,9,10343.0,5.17258048921976,3600.332000017166,9,10424.0,5.6792018419033,3600.2669999599457,0.2913512157164908,84.70422951789412,84.58444247264123
1,10,0,2512,10649,502,91451.0,199,9,17930.0,23.9431121026213,3600.2160000801086,9,17209.0,20.84374455226916,3600.210000038147,0.33765444781813525,80.39387212824354,81.18227247378377
1,11,0,2513,13393,502,145076.0,179,9,26893.0,40.04759602870635,3600.2269999980927,9,22766.0,31.45480101906351,3601.0060000419617,0.42432218704773395,81.46281948771679,84.30753536077643
1,12,0,2504,9289,500,74711.0,273,9,15083.0,21.554067493204272,3600.223000049591,9,13999.0,14.415315379669972,3600.204999923706,0.29641746198491525,79.81154046927495,81.26246469730026
1,13,0,2511,14394,502,99630.0,272,9,22548.0,34.73478800780557,3600.218999862671,9,18236.0,19.81794253125685,3600.2539999485016,0.4567631505043149,77.3682625715146,81.69627622202148
1,14,0,2366,11235,473,108677.0,169,9,46788.0,100.0,3607.065999984741,9,48743.0,100.0,3603.6549999713898,0.4015662334088095,56.947652217120456,55.148743524388784
1,15,0,2368,11918,473,131196.0,155,9,27928.0,40.70824978516184,3600.2320001125336,9,23494.0,32.26355665276241,3602.9809999465942,0.42525890909921327,78.71276563309857,82.0924418427391
1,16,0,2513,9986,502,79135.0,222,9,18231.0,24.10728978114201,3600.190999984741,9,16121.0,13.845294956888528,3600.199000120163,0.3163803001462459,76.96215328236558,79.62848297213623
1,17,0,2513,13972,502,165240.0,186,9,31368.0,43.99069115021678,3600.244999885559,9,65433.0,100.0,3602.3680000305176,0.44266628816776965,81.01670297748728,60.401234567901234
1,18,0,2308,12505,461,146473.0,136,9,28212.0,40.50758542464199,3600.1829998493195,9,27666.0,39.27203065134099,3600.2549998760223,0.4697105260983263,80.7391123278693,81.11187727430995
1,19,0,2368,9876,473,76636.0,239,9,19239.0,30.06393263683143,3600.175000190735,9,18108.0,25.81731831234813,3600.2380001544952,0.35239612235809953,74.89561041808028,76.37141813247038
1,20,0,2513,12864,502,132201.0,193,9,52263.0,100.0,3602.1289999485016,9,25922.0,39.79631201296196,3600.1879999637604,0.40756220519540426,60.46701613452243,80.39197888064386
1,21,0,2371,11353,474,107741.0,150,9,26196.0,39.38387540082455,3600.207000017166,9,25820.0,39.40356312935709,3600.199999809265,0.40407383877265196,75.68613619699093,76.03512126302893
1,22,0,2512,14029,502,154571.0,135,9,30301.0,41.44417675984291,3600.199999809265,9,31566.0,45.03263004498511,3600.2470002174377,0.44482620419200103,80.39671089661061,79.57831676058251
1,23,0,2508,10123,501,82801.0,167,9,19532.0,22.44521810362482,3600.183000087738,9,19221.0,22.08001664845741,3600.239000082016,0.3220011082207459,76.41091291167982,76.78651224019033
1,24,0,2451,10986,490,102232.0,136,9,21393.0,26.48997335577058,3600.2080001831055,9,20389.0,23.39987248025896,3604.055999994278,0.36589813403941746,79.07406682839033,80.05614680334925
1,25,0,2370,10540,474,80817.0,326,9,15727.0,31.423666306352132,3600.184000015259,9,13366.0,18.9061798593446,3600.234999895096,0.3754544013479312,80.53998539911157,83.46140044792556
